"Filmtitel","Szenen-ID","Szenenbeschreibung","Drehort","Drehortbeschreibung","Breitengrad (Drehort)","Längengrad (Drehort)","Szenenort","Breitengrad (Szenenort)","Längengrad (Szenenort)","Zeit im Film (sek)","Zeit (chronologisch)","Figuren","Links","Quelle","Anmerkung"
"Avengers","A1-1","Der Erzähler redet über den Tesseract und die Unterwerfung der Menschheit.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Tempel im Weltraum","null","null",00:00:26,2012,"Loki / Anführer der Chitari","https://mculocationscout.com/movies/the-avengers-2012/","MCU: Location Scout","null"
"Avengers","A1-2","Ein Helikopter landet in der Joint Dark Energy Mission Western Division und Nick Fury und Maria Hill werden von Phillip Coulson empfangen.","10800 Dennis Chavez Blvd, Albuquerque, NM 87121, Vereinigte Staaten","Kampus der Atrisco Heritage Academy High School","35.022469102672126","-106.74948905726832","Außenbereich der S.H.I.E.L.D. Forschungseinrichtung in der Wüste von New Mexico","null","null",00:01:11,2012,"Phillip Coulson / Nick Fury / Maria Hill","https://movie-locations.com/movies/a/Avengers-2012.php#1st","MCU: Location Scout","null"
"Avengers","A1-3","Philip Coulson informiert Nick Fury über einen Energiestoß des Tesseractes.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D. Forschungseinrichtung","null","null",00:02:06,2012,"Phillip Coulson / Nick Fury / Maria Hill","null","null","null"
"Avengers","A1-4","Nick Fury und Maria Hill gehen zum Labor in dem der Tesseract aufbewahrt wird.","3597-3899 E Scheid Rd, Sandusky, OH 44870, Vereinigte Staaten","Aluminium Vakuum-Kammer der NASA Plum Brook Station","41.35908673997652","-82.64211034429894","S.H.I.E.L.D. Forschungseinrichtung","null","null",00:02:29,2012,"Nick Fury / Maria Hill","https://movie-locations.com/movies/a/Avengers-2012.php#1st","MCU: Location Scout","null"
"Avengers","A1-5","Nick Fury befragt den Erik Selvig zum Energiestoß des Tesseractes bis sie von Loki unterbrochen werden.","3597-3899 E Scheid Rd, Sandusky, OH 44870, Vereinigte Staaten","Aluminium Vakuum-Kammer der NASA Plum Brook Station","41.35908673997652","-82.64211034429894","Labor der S.H.I.E.L.D. Forschungseinrichtung","null","null",00:02:55,2012,"Nick Fury / Clint Barton als Hawkeye / Loki / Erik Selvig","https://movie-locations.com/movies/a/Avengers-2012.php#1st","MCU: Location Scout","null"
"Avengers","A1-6","Loki entkommt mit Hilfe von Hawkeye, Erik Selvig und den anderen von ihm manipulierten.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Ladezone der S.H.I.E.L.D. Forschungseinrichtung","null","null",00:08:02,2012,"Loki / Clint Barton als Hawkeye / Maria Hill / Erik Selvig","null","null","null"
"Avengers","A1-7","Maria Hill verfolgt Loki, Hawkeye und Erik Selvig, welche aus der S.H.I.E.L.D.-Forschungseinrichtung fliehen.","1 Moonlight Dr, Worthington, PA 16262, Vereinigte Staaten","150 miles of abandoned limestone tunnels of Creekside Mushrooms Ltd","40.837789430550636","-79.67016359679593","Tunnel der S.H.I.E.L.D. Forschungseinrichtung","null","null",00:08:40,2012,"Maria Hill / Loki / Hawkeye","https://movie-locations.com/movies/a/Avengers-2012.php#1st","MCU: Location Scout","null"
"Avengers","A1-8","Die S.H.I.E.L.D.-Forschungseinrichtung bricht zusammen und die letzten anwesenden fliehen.","10800 Dennis Chavez Blvd, Albuquerque, NM 87121, Vereinigte Staaten","Kampus der Atrisco Heritage Academy High School","35.022469102672126","-106.74948905726832","Außenbereich der S.H.I.E.L.D. Forschungseinrichtung in der Wüste von New Mexico","null","null",00:09:49,2012,"Phillip Coulson / Nick Fury / Maria Hill / Clint Barton als Hawkeye / Loki","https://movie-locations.com/movies/a/Avengers-2012.php#31th","MCU: Location Scout","null"
"Avengers","A1-9","Black Widow wird von Russen verhört bis Phillip Coulson anruft und ihr erzählt, dass Hawkeye in Schwierigkeiten steckt.","Ashland Road at Cedar Avenue, Cleveland, Ohio 44103, Vereinigte Staaten","Altes verlassenes Warenhaus","41.50054797832051","-81.64744486744831","Silensky Plaza (Russland)","null","null",00:11:48,2012,"Natascha Romanov als Black Widow / Phillip Coulson","https://movie-locations.com/movies/a/Avengers-2012.php#1st","MCU: Location Scout","Keine Anhaltspunkte für eine Lokalisierung des Szenenortes"
"Avengers","A1-10","Black Widow lockt Bruce Banner in ein Gespräch, um ihn um Hilfe zur Wiedererlangung des Tesseractes zu bitten.","722 3rd St SW, Albuquerque, NM 87102, Vereinigte Staaten","Albuquerque Rail Yards","35.662009","-105.965375","Calcutta","22.57513690690538","88.3647752943582",00:15:18,2012,"Bruce Banner / Natascha Romanov als Black Widow","https://movie-locations.com/movies/a/Avengers-2012.php#1st","MCU: Location Scout","null"
"Avengers","A1-11","Nick Fury redet mit Senatoren über die Bedrohung durch Loki und wie man ihn aufhalten kann.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Konferenzraum von Nick Fury","null","null",00:19:21,2012,"Nick Fury","null","null","null"
"Avengers","A1-12","Captain America trainiert in einem Box-Studio und hat Flashbacks. Nick Fury rekrutiert ihn für die Suche nach dem Tesseract.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Box-Studio","null","null",00:20:32,2012,"Steve Rogers / Nick Fury","null","null","Keine Anhaltspunkte für eine Lokalisierung des Szenenortes"
"Avengers","A1-13","Iron Man repariert ein Rohr unter Wasser.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","null","null","null",00:23:03,2012,"Tony Stark als Iron Man","null","null","null"
"Avengers","A1-14","Iron Man kommt aus dem Upper Bay und fliegt in Richtung New York.","New York","Upper Bay New York mit Sicht auf die Skyline","40.69994013812702","-74.03027954769787","Upper Bay New York","40.69994013812702","-74.03027954769787",00:23:26,2012,"Tony Stark als Iron Man","null","null","null"
"Avengers","A1-15","Iron Man fliegt durch die Straßen von New York und redet mit Pepper.","New York","Straßen von New York","40.71308013315802","-74.00678822537816","Straßen von New York","40.71308013315802","-74.00678822537816",00:23:35,2012,"Tony Stark als Iron Man / Pepper Potts","null","null","null"
"Avengers","A1-16","Iron Man landet auf dem Stark Tower und lehnt einen Anruf von Phillip Coulson ab.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Terasse des Stark Turm","40.75344630782818","-73.9766453444253",00:24:12,2012,"Tony Stark als Iron Man","null","null","Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
"Avengers","A1-17","Tony Stark wird von Phillip Coulson über den Tesseract informiert.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Stark Turm","40.75344630782818","-73.9766453444253",00:24:39,2012,"Tony Stark als Iron Man / Phillip Coulson","null","null","Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
"Avengers","A1-18","Ein S.H.I.E.L.D.-Flieger fliegt über dem Meer.","null","null","null","null","null","null","null",00:27:51,2012,"null","null","null","null"
"Avengers","A1-19","Phillip Coulson reist mit Steve Rogers zum S.H.I.E.L.D.-Carrier.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Flieger","null","null",00:27:56,2012,"Phillip Coulson / Steve Rogers","null","null","null"
"Avengers","A1-20","Loki befindet sich in einem von ihm geleiteten Labor.","Detroid-Superior Bridge, Cleveland, Vereinigte Staaten","Altes Viadukt","41.493312316780326","-81.70413561721855","Lokis Geheim-Labor","null","null",00:29:20,2012,"Loki","https://mculocationscout.com/2020/07/26/selvigs-secret-lab-mcu-location-scout/","MCU: Location Scout","Keine Anhaltspunkte für eine Lokalisierung des Szenenortes"
"Avengers","A1-21","Loki unterhält sich mit dem Anführer der Chitari im Weltraum.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Stark Turm","40.75344630782818","-73.9766453444253",00:29:59,2012,"Loki / Anführer der Chitari","https://mculocationscout.com/2020/07/26/selvigs-secret-lab-mcu-location-scout/","MCU: Location Scout","Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
"Avengers","A1-22","Loki sitzt in seinem Labor.","Detroid-Superior Bridge, Cleveland, Vereinigte Staaten","Altes Viadukt","41.493312316780326","-81.70413561721855","Lokis Geheim-Labor","null","null",00:31:29,2012,"Loki","https://mculocationscout.com/2020/07/26/selvigs-secret-lab-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-23","Der S.H.I.E.L.D.-Flieger landet auf dem S.H.I.E.L.D.-Carrier.","2200 Sunport Blvd, Albuquerque, NM 87106, Vereinigte Staaten","Albuquerque International Sunport","35.0496702473737","-106.6155157089473","Deck des S.H.I.E.L.D.-Carrier","null","null",00:31:38,2012,"null","https://mculocationscout.com/2020/07/26/shield-helicarrier-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-24","Natascha Romanov empfängt Steve Rogers und Phillip Coulson. Sie sagt Coulson er werde bereits erwartet. Romanov und Rogers treffen auf Bruce Banner und der S.H.I.E.L.D.-Carrier hebt ab.","2200 Sunport Blvd, Albuquerque, NM 87106, Vereinigte Staaten","Albuquerque International Sunport","35.0496702473737","-106.6155157089473","Deck des S.H.I.E.L.D.-Carrier","null","null",00:31:58,2012,"Natascha Romanov / Phillip Coulson / Steve Rogers / Bruce Banner","https://mculocationscout.com/2020/07/26/shield-helicarrier-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-25","Nick Fury heißt das Team auf dem S.H.I.E.L.D.-Carrier willkommen. Bruce Banner bekommt sein Labor gezeigt.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",00:33:52,2012,"Natascha Romanov / Steve Rogers / Bruce Banner / Nick Fury / Maria Hill / Phillip Coulson","null","null","null"
"Avengers","A1-26","Clint Barton bereitet sich auf einen Auftrag vor.","Detroid-Superior Bridge, Cleveland, Vereinigte Staaten","Altes Viadukt","41.493312316780326","-81.70413561721855","Lokis Geheim-Labor","null","null",00:35:59,2012,"Clint Barton / Erik Selvig","https://mculocationscout.com/2020/07/26/selvigs-secret-lab-mcu-location-scout/","MCU: Location Scout","Keine Anhaltspunkte für eine Lokalisierung des Szenenortes"
"Avengers","A1-27","S.H.I.E.L.D. lokalisiert Loki in Stuttgart und schickt Steve Rogers.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",00:36:40,2012,"Phillip Coulson / Steve Rogers / Nick Fury","null","null","null"
"Avengers","A1-28","In dem Museum in Stuttgart wird eine Gala abgehalten.","1 W Lakeside Ave #202, Cleveland, OH 44113, Vereinigte Staaten","Cuyahoga County Courthouse, Cleveland","41.50240858864637","-81.6961441978133","Museum innen","48.7787718608519","9.178548185044043",00:37:23,2012,"null","https://mculocationscout.com/2020/07/26/museum-party-stuttgart-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-29","Steve Rogers holt sich seinen Captain Amerika Anzug.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D. Waffenkammer","null","null",00:37:47,2012,"Steve Rogers","null","null","null"
"Avengers","A1-30","Der kompromitierte Hawkeye tötet 2 Wachen um bei dem Sicherheitsdienst einzudringen.","1156 High St, Santa Cruz, CA 95064, Vereinigte Staaten","Interdisciplinary Film & Digital Media campus","34.987178384229246","-106.61286937578373","Schäfer Sicherheitsdienst","null","null",00:37:54,2012,"Clint Barton als Hawkeye","https://mculocationscout.com/2020/07/26/schaefer-building-stuttgart-mcu-location-scout/","MCU: Location Scout","Keine Anhaltspunkte für eine Lokalisierung des Szenenortes"
"Avengers","A1-31","Loki tötet auf der Gala den Chef der Sicherheitsfirma in die Hawkeye eindringen will, um ihm einen Retina-Scan zu übertragen.","1 W Lakeside Ave #202, Cleveland, OH 44113, Vereinigte Staaten","Cuyahoga County Courthouse, Cleveland","41.50240858864637","-81.6961441978133","Museum innen","48.7787718608519","9.178548185044043",00:38:21,2012,"Loki","https://mculocationscout.com/2020/07/26/museum-party-stuttgart-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-32","Loki zwingt die Menschen vor dem Museum vor ihm niederzuknien. Captain America rettet einen Menschen den Loki umbringen wollte und nimmt ihn mit Hilfe von Black Widow und Iron Man fest.","Public Square, Cleveland, OH, Vereinigte Staaten","Public Square","41.499678034659304","-81.69367186395876","Königsstraße 28 Stuttgart","48.7787718608519","9.178548185044043",00:39:23,2012,"Loki / Steve Rogers als Captain America / Natascha Romanov als Black Widow / Tony Stark als Iron Man","https://mculocationscout.com/2020/07/26/stuttgart-germany-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-33","Loki wird von Thor aus dem S.H.I.E.L.D.-Flieger entführt.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Flieger","null","null",00:42:47,2012,"Loki / Steve Rogers als Captain America / Natascha Romanov als Black Widow / Tony Stark als Iron Man / Thor","null","null","null"
"Avengers","A1-34","Thor erwartet von Loki zurück nach Asgard zu kommen und die Erde in Ruhe zu lassen.","Chilili, NM, Vereinigte Staaten","Auf einem Berg","34.8951615456942","-106.23513358490416","Auf einem Berg","null","null",00:44:46,2012,"Loki / Thor","https://mculocationscout.com/2020/07/26/mountain-fight-mcu-location-scout/","MCU: Location Scout","Keine Anhaltspunkte für eine Lokalisierung des Szenenortes"
"Avengers","A1-35","Thor und Iron Man kämpfen gegeneinander bis Captain America dazwischen geht.","Chilili, NM, Vereinigte Staaten","In einem Wald","34.8951615456942","-106.23513358490416","In einem Wald","null","null",00:47:07,2012,"Tony Stark als Iron Man / Thor / Steve Rogers als Captain America","https://mculocationscout.com/2020/07/26/mountain-fight-mcu-location-scout/","MCU: Location Scout","Keine Anhaltspunkte für eine Lokalisierung des Szenenortes"
"Avengers","A1-36","Loki wird in eine Zelle im S.H.I.E.L.D.-Carrier abgeführt und von Nick Fury verhört.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",00:50:22,2012,"Loki / Bruce Banner / Nick Fury / Natascha Romanov / Thor / Steve Rogers / Maria Hill","null","null","null"
"Avengers","A1-37","Die Avengers planen gemeinsam ihre nächsten Schritte um den Tesseract wieder zu beschaffen.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",00:52:56,2012,"Natascha Romanov / Thor / Bruce Banner / Steve Rogers / Maria Hill / Phillip Coulson / Tony Stark / Nick Fury","null","null","null"
"Avengers","A1-38","Bruce Banner und Tony Stark untersuchen den Stab von Loki.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Labor des S.H.I.E.L.D.-Carrier","null","null",00:56:06,2012,"Tony Stark / Bruce Banner / Steve Rogers","null","null","null"
"Avengers","A1-39","Steve Rogers schleicht durch den S.H.I.E.L.D.-Carrier.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",01:00:34,2012,"Steve Rogers","null","null","null"
"Avengers","A1-40","Ein Truck fährt durch einen Tunnel.","null","null","null","null","null","null","null",01:01:04,2012,"null","null","null","null"
"Avengers","A1-41","Erik Selvig arbeitet in dem Truck an dem Tesseract.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","In dem Truck","null","null",01:01:11,2012,"Erik Selvig","null","null","null"
"Avengers","A1-42","Phillip Coulson sagt Thor, dass Jane Foster in Sicherheit ist. Nick Fury fragt Thor was er bereit ist zu tun um den Krieg zu verhindern.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",01:01:32,2012,"Phillip Coulson / Thor / Nick Fury","null","null","null"
"Avengers","A1-43","Black Widow fragt Loki über den Zustand von Hawkeye aus. Sie trickst Loki aus um seinen Plan zu erfahren.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",01:03:27,2012,"Loki / Natascha Romanov als Black Widow","null","null","null"
"Avengers","A1-44","Nick Fury wird von den Avengers zur Rede gestellt, warum S.H.I.E.L.D. den Tesseract zur Waffenherstellung benutzen möchte.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Labor des S.H.I.E.L.D.-Carrier","null","null",01:07:10,2012,"Nick Fury / Tony Stark / Bruce Banner / Natascha Romanov / Steve Rogers / Thor","null","null","null"
"Avengers","A1-45","Ein S.H.I.E.L.D.-Flieger fliegt den S.H.I.E.L.D.-Carrier an. Darin befindet sich Hawkeye mit einer Mannschaft, die den Carrier angreifen wollen.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",01:09:30,2012,"Clint Barton als Hawkeye","null","null","null"
"Avengers","A1-46","Die Avengers fangen an sich untereinander zu streiten.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Labor des S.H.I.E.L.D.-Carrier","null","null",01:09:51,2012,"Nick Fury / Tony Stark / Bruce Banner / Natascha Romanov / Steve Rogers / Thor","null","null","null"
"Avengers","A1-47","Hawkeye schießt von S.H.I.E.L.D.-Flieger aus einen Pfeil an den Carrier.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",01:10:51,2012,"Clint Barton als Hawkeye","null","null","null"
"Avengers","A1-48","Der Tesseract wurde lokalisiert währrend weiterer Streitereien unter den Avengers. Sie werden durch die Explosion von Hawkeye's Pfeil unterbrochen. Die Avengers bereiten sich auf einen Kampf vor.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",01:11:14,2012,"Nick Fury / Tony Stark / Bruce Banner / Natascha Romanov / Steve Rogers / Thor","null","null","null"
"Avengers","A1-49","Hawkeye dringt mit seiner Mannschaft in den S.H.I.E.L.D.-Carrier ein.","2200 Sunport Blvd, Albuquerque, NM 87106, Vereinigte Staaten","Albuquerque International Sunport","35.0496702473737","-106.6155157089473","Deck des S.H.I.E.L.D.-Carrier","null","null",01:13:33,2012,"Clint Barton als Hawkeye","https://mculocationscout.com/2020/07/26/shield-helicarrier-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-50","Tony Stark und Steve Rogers rüsten sich aus für den bevorstehenden Kampf.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",01:13:51,2012,"Tony Stark / Steve Rogers","null","null","null"
"Avengers","A1-51","Natascha Romanov versucht Bruce Banner zu beruhigen um seine Verwandlung zu verhindern, aber Bruce Banner verwandelt sich in Hulk und jagt Natascha.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",01:14:04,2012,"Natascha Romanov / Bruce Banner als Hulk / Loki","null","null","null"
"Avengers","A1-52","Nick Fury befiehlt den S.H.I.E.L.D.-Carrier über Wasser zu manövrieren, weil ein weiterer Turbinenausfall einen Absturz bedeutet.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",01:15:25,2012,"Nick Fury","null","null","null"
"Avengers","A1-53","Hulk erwischt Natascha Romanov und Thor greift ein um sie zu retten.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",01:16:31,2012,"Natascha Romanov / Bruce Banner als Hulk","null","null","null"
"Avengers","A1-54","Thor versucht mit Hulk zu reden anstatt zu kämpfen aber Hulk scheint nicht darauf zu reagieren.","1113 Airport Rd, Wilmington, OH 45177, Vereinigte Staaten","DHL Umladestation im Wilmington Air Park","39.43194212623831","-83.7857978875579","Frachtraum des S.H.I.E.L.D.-Carrier","null","null",01:17:14,2012,"Thor / Bruce Banner als Hulk / Natascha Romanov","null","null","null"
"Avengers","A1-55","Iron Man versucht mit Hilfe von Captain America die ausgefallene Turbine des S.H.I.E.L.D.-Carrier zu reparieren.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",01:17:42,2012,"Tony Stark als Iron Man / Steve Rogers als Captain America","null","null","null"
"Avengers","A1-56","Thor ruft seinen Hammer und kämpft gegen Hulk.","1113 Airport Rd, Wilmington, OH 45177, Vereinigte Staaten","DHL Umladestation im Wilmington Air Park","39.43194212623831","-83.7857978875579","Frachtraum des S.H.I.E.L.D.-Carrier","null","null",01:18:15,2012,"Thor / Bruce Banner als Hulk / Natascha Romanov","https://mculocationscout.com/2020/07/26/shield-helicarrier-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-57","Die Brücke des S.H.I.E.L.D.-Carrier wird von Hawkeye's Mannschaft angegriffen. Der Kampf zwischen Thor und Hulk geht weiter. Maria Hill gibt einem Piloten den Befehl Hulk durch Beschuss abzulenken.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",01:19:04,2012,"Nick Fury / Maria Hill / Phillip Coulson / Thor / Bruce Banner als Hulk","null","null","null"
"Avengers","A1-58","Iron Man und Captain America werden bei dem Versuch die Turbine zu reparieren von der Mannschaft von Hawkeye angegriffen.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",01:20:49,2012,"Tony Stark als Iron Man / Steve Rogers als Captain America","null","null","null"
"Avengers","A1-59","Hawkeye schafft es mit Hilfe eines speziellen Pfeiles, sich in das System des S.H.I.E.L.D.-Carrier zu hacken und dessen Turbinen lahm zu legen.Nick Fury gibt Natascha Romanov die Anweisung Hawkeye nicht Loki frei lassen zu lassen.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",01:21:33,2012,"Nick Fury / Maria Hill / Clint Barton als Hawkeye","null","null","null"
"Avengers","A1-60","Iron man schiebt den Propeller des Triebwerks an um dieses wieder zu aktivieren.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",01:22:24,2012,"Tony Stark als Iron Man / Steve Rogers als Captain America","null","null","null"
"Avengers","A1-61","Thor fällt auf eine optische Täuschung von Loki rein und lässt sich von ihm in der Zelle einsperren in der Loki vorher festsaß.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",01:22:54,2012,"Thor / Loki","null","null","null"
"Avengers","A1-62","Natascha versucht Hawkeye aufzuhalten und die beiden kämpfen.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",01:23:09,2012,"Natascha Romanov als Black Widow / Clint Barton als Hawkeye","null","null","null"
"Avengers","A1-63","Beim versuch die Scheibe der Zelle einzuschlagen lockert Thor nur die Halterungen die verhindern, dass die Zelle aus dem fliegenden S.H.I.E.L.D.-Carrier zu fallen. Phillip Coulson versuch Loki aufzuhalten die Zelle mit Thor fallen zu lassen, aber scheitert.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",01:23:41,2012,"Thor / Loki / Phillip Coulson","null","null","null"
"Avengers","A1-64","Black Widow schafft es Hawkeye außer Gefecht zu setzen.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","S.H.I.E.L.D.-Carrier","null","null",01:24:59,2012,"Natascha Romanov als Black Widow / Clint Barton als Hawkeye","null","null","null"
